1,1,1,2,5,0.0,2964
1,1,1,2,6,0.0,2966
1,1,1,2,7,0.0,2977
1,1,1,2,8,0.0,2988
1,1,1,2,9,0.0,2991
1,1,1,2,10,0.0,2996
1,1,1,2,11,0.0,3027
1,1,1,2,12,0.0,3015
1,1,1,2,13,0.0,3019
1,1,1,2,14,0.0,3050
1,1,1,2,15,0.0,3058
1,1,1,2,16,0.0,3228
1,1,1,2,17,0.0,3245
1,1,1,2,18,0.0,3358
1,1,1,2,19,0.0,3521
1,1,1,2,20,0.0,4584
1,1,1,2,21,0.0,4120
1,2,0,3,5,0.0,3037
1,2,0,3,6,0.0,3034
1,2,0,3,7,0.0,3014
1,2,0,3,8,0.0,3103
1,2,0,3,9,0.0,3060
1,2,0,3,10,0.0,3058
1,2,0,3,11,0.0,3054
1,2,0,3,12,0.0,3048
1,2,0,3,13,0.0,3041
1,2,0,3,14,0.0,3034
1,2,0,3,15,0.0,3006
1,2,0,3,16,0.0,3031
1,2,0,3,17,0.0,3027
1,2,0,3,18,0.0,3007
1,2,0,3,19,0.0,3734
1,3,0,4,5,0.0,2846
1,3,0,4,6,0.0,2865
1,3,0,4,7,0.0,2987
1,3,0,4,8,0.0,2938
1,3,0,4,9,0.0,3092
1,3,0,4,10,0.0,3367
1,3,0,4,11,0.0,3258
1,3,0,4,12,0.0,3893
1,3,0,4,13,0.0,3873
1,3,0,4,14,0.0,3746
1,3,0,4,15,0.0,3697
1,3,0,4,16,0.0,3647
1,3,0,4,17,0.0,3561
1,3,0,4,18,0.0,3475
1,3,0,4,19,0.0,3381
1,3,0,4,20,0.0,3267
1,3,0,4,21,0.0,3159
1,3,0,4,22,0.0,3054
1,3,0,4,23,0.0,2952
1,4,0,5,7,0.0,2683
1,4,0,5,8,0.0,2865
1,4,0,5,9,0.0,2918
1,4,0,5,10,0.0,3258
1,4,0,5,11,0.0,3221
1,4,0,5,12,0.0,3218
1,4,0,5,13,0.0,3240
1,4,0,5,14,0.0,3221
1,4,0,5,15,0.0,3127
1,4,0,5,16,0.0,3131
1,4,0,5,17,0.0,3136
1,4,0,5,18,0.0,3163
1,4,0,5,19,0.0,3232
1,4,0,5,20,0.0,3258
1,5,0,6,7,0.0,2761
1,5,0,6,8,0.0,2847
1,5,0,6,9,0.0,2921
1,5,0,6,10,0.0,2919
1,5,0,6,11,0.0,2954
1,5,0,6,12,0.0,3014
1,5,0,6,13,0.0,3339
1,5,0,6,14,0.0,3302
1,5,0,6,15,0.0,3180
1,5,0,6,16,0.0,3162
1,5,0,6,17,0.0,3202
1,5,0,6,18,0.0,3237
1,5,0,6,19,0.0,3263
1,5,0,6,20,0.0,3064
1,5,0,6,21,0.0,3055
1,6,1,7,10,0.0,2790
1,6,1,7,11,0.0,2870
1,6,1,7,12,0.0,2865
1,6,1,7,13,0.0,2842
1,6,1,7,14,0.0,2819
1,6,1,7,15,0.0,3136
1,6,1,7,16,0.0,3076
1,6,1,7,17,0.0,3071
1,6,1,7,18,0.0,3032
1,6,1,7,19,0.0,2982
1,6,1,7,20,0.0,2971
1,6,1,7,21,0.0,3052
1,7,1,1,0,0.0,4113
1,7,1,1,7,0.0,3388
1,7,1,1,8,0.0,3369
1,7,1,1,9,0.0,3338
1,7,1,1,10,0.0,3167
1,7,1,1,11,0.0,3144
1,7,1,1,12,0.0,3120
1,7,1,1,13,0.0,3149
1,7,1,1,14,0.0,3289
1,7,1,1,15,0.0,3280
1,7,1,1,16,0.0,3242
1,7,1,1,17,0.0,3203
1,7,1,1,18,0.0,3238
1,7,1,1,19,0.0,3213
1,7,1,1,20,0.0,3298
1,7,1,1,21,0.0,3443
1,7,1,1,22,0.5,4225
1,8,0,2,7,0.25,3097
1,8,0,2,8,0.25,3188
1,8,0,2,9,0.75,3216
1,8,0,2,10,0.75,3214
1,8,0,2,11,0.25,3210
1,8,0,2,12,0.0,3191
1,8,0,2,13,0.0,3925
1,8,0,2,14,0.0,3895
1,8,0,2,15,0.0,3699
1,8,0,2,16,0.0,3708
1,8,0,2,17,0.0,3716
1,8,0,2,18,0.0,3723
1,8,0,2,19,0.0,3729
1,8,0,2,20,0.5,3722
1,8,0,2,21,0.0,3705
1,8,0,2,22,0.0,3598
1,8,0,2,23,0.0,7491
1,9,0,3,8,0.25,3758
1,9,0,3,9,0.0,3886
1,9,0,3,10,0.5,3801
1,9,0,3,11,0.25,4132
1,9,0,3,12,0.0,4163
1,9,0,3,13,0.25,4360
1,9,0,3,14,0.25,4326
1,9,0,3,15,0.0,4143
1,9,0,3,16,0.25,4064
1,9,0,3,17,0.0,3984
1,9,0,3,18,0.25,4327
1,9,0,3,19,0.0,4670
1,9,0,3,20,0.25,5493
1,9,0,3,21,0.0,6123
1,9,0,3,22,0.0,6753
1,9,0,3,23,0.0,5749
1,10,0,4,0,0.0,3919
1,10,0,4,7,0.0,4975
1,10,0,4,8,0.0,4631
1,10,0,4,9,0.0,4576
1,10,0,4,10,0.5,4227
1,10,0,4,11,0.25,4067
1,10,0,4,12,0.25,3966
1,10,0,4,13,0.0,3824
1,10,0,4,14,0.0,3530
1,10,0,4,15,0.5,3680
1,10,0,4,16,1.0,3933
1,10,0,4,17,0.25,4258
1,10,0,4,18,0.75,4633
1,10,0,4,19,0.0,4893
